4.157760738479842288e+00,-5.196107929020450378e-01,4.805632655526446140e-01
-9.321139106470033298e-02,-7.575122366427233800e-01,1.331509640434495489e+00
-1.693794737747446932e+00,9.829426014503470643e-01,2.511912447872557408e-01
-6.011961366623381764e-01,1.069890951900065224e+00,-2.398101168044235454e-01
4.818106340979766422e-01,2.888539383424004736e-01,7.210324268640568857e-01
2.802176698086807693e+00,-2.772105450354058753e-01,9.861075580323468426e-01
1.342506443346702216e+00,1.657168905097607725e+00,5.503787189605291452e-01
5.189212030569949619e+00,-5.114667879217713597e-01,8.006056762848559050e-01
3.635582585682651580e+00,-9.686257204246069286e-01,9.128791010745394008e-01
4.305712520992214465e+00,-1.120671571503071950e+00,7.065464704018793451e-01
-1.229333134948377371e+00,2.424625268477884621e-01,5.557965457178086766e-01
1.234639321798756573e+00,-3.246324511792075818e-01,2.216096354259800005e-01
-4.414356864681057147e-03,3.913181472869209365e-02,1.269304913502862453e+00
-1.254217294829432561e+00,4.062013819316858676e-01,1.960752770103462161e-01
2.696702204262660718e+00,1.406053022959211640e+00,6.475647249106020187e-01
-1.991834320266078429e+00,1.436779675175529070e+00,6.095020505983070880e-01
-8.836247636181990828e-01,1.876349427777876944e-01,9.640846245794574276e-01
3.024147336275075926e+00,8.763530012401876679e-01,-1.353219245228480805e-01
6.757963987159798513e-01,-9.667508650595381114e-01,1.031147605677019241e+00
3.973733181592985719e+00,2.611576165668598737e-01,3.330791446263932087e-01
3.917794735063938827e+00,5.028992416633990548e-01,6.735872573633903126e-01
-2.392021248846554204e+00,-1.675224964338517530e-02,-5.769653016488462960e-01
-7.494301529441567133e-01,1.568964002039698213e+00,6.937472540249245423e-01
1.538342043771309786e+00,8.142886059315028735e-01,3.514206294455091140e-03
4.953813315602761946e+00,1.030551747227178128e+00,6.344270966865737105e-01
1.496448979196084661e+00,2.622847438812980769e-02,9.158764650909698712e-01
-7.497428475849083895e-01,1.280645626318748009e+00,-1.013566898569022712e-01
3.363014076793538809e+00,1.331847419571130287e+00,7.262351933365762680e-01
1.753618844811525523e+00,-4.214066107775928938e-01,7.508886414085182981e-01
-9.352008873923005616e-01,-7.252557665102183915e-01,1.311652842086530990e+00
-7.841863807888658222e-01,1.220816489017839679e-02,1.114545940607453600e+00
-3.866791376354199450e-01,-1.523606358394324900e-01,9.378610349279827840e-01
-2.265229918429077394e+00,-4.450963865724897328e-01,5.807378733906589652e-01
-6.557940158992741075e-01,1.829785767959687837e+00,8.120235337151144872e-01
-8.537770769107733138e-01,4.080571281921423488e-01,9.976859809149523084e-01
-2.031148635957664261e+00,3.251037068231730220e-01,1.619174972767529752e-01
1.884423271098397468e+00,1.333277171385400139e+00,-6.279557428711309841e-01
1.534027084780473782e+00,1.247427782502271709e+00,1.180219667379840187e+00
-2.849010340503053129e-01,4.520732702612935139e-01,7.053656166900410529e-01
-8.786088651915369141e-01,5.087142426174187104e-01,3.251332320963884470e-01
-1.557620483935572731e+00,9.733539835695625975e-02,1.156183916645505905e+00
4.157871914984154316e+00,1.649754931442511952e+00,5.839416761733762229e-02
-1.637207184277210237e+00,1.239206573569523462e+00,7.057302365349016338e-01
-2.129341187926377721e+00,2.293307934441668472e-02,-2.140507775271269786e-01
-1.701272019418934134e+00,4.612197812709857292e-01,2.997612992428613232e-01
3.351260000453355481e-01,4.229373054219582873e-01,7.169738751958305567e-01
-2.260051091535132173e+00,5.140626233059089056e-01,8.696079395718003813e-01
4.753714685208089819e+00,1.822676583357098368e+00,-5.570112138513372280e-02
1.089924591430568857e+00,6.097577543884646900e-02,3.183324704438601493e-01
3.525160719214930349e+00,-1.098854568068697635e+00,3.938105945656669160e-01
1.807186663794907222e+00,-9.747961790793955306e-01,6.076624189177370905e-01
3.069332399032174141e+00,-6.808104263794214628e-01,2.231523421629324488e-01
1.002543441072015984e+00,1.123828010925680188e+00,1.155078080562686571e+00
1.287911885129201739e+00,-8.800848728534996779e-01,3.009011547599158565e-01
-1.701404330413452737e+00,6.164899832904315868e-01,2.793097480426387502e-01
4.819878539733261746e+00,-2.590205643025722537e-01,2.233044727924284878e-01
3.282808143776523746e+00,-3.500296952668409123e-01,5.870991876136713028e-01
3.206947178451429181e-01,-2.380917906975741349e-01,-3.570394000285159741e-02
1.930740400918393274e+00,4.762049506681724775e-01,2.804826730619101038e-01
9.810727287321481249e-01,1.303005478160850439e+00,1.551901756063596149e-01
1.530388595915650018e+00,1.155555488798740038e+00,8.047421634658638023e-01
4.765731944710253742e+00,1.221568363036065419e+00,-5.891196972075960492e-01
3.918073433826232854e+00,8.371221127869448164e-01,9.943116699041631978e-01
1.725167725894221071e-01,1.111660821699617108e+00,9.712462826587420217e-02
5.228417209558076095e-01,-5.745950885065902458e-01,1.018511544210125574e-01
2.083720723021980969e+00,1.071310502835596479e+00,3.572600724822045937e-01
4.456096201848493976e+00,1.053344351996355455e+00,7.376627708241345616e-02
-2.746555585377841169e-01,3.423143834435915522e-02,-1.782449314071521407e-02
-6.923316722869925499e-01,-5.343145412054182142e-01,4.489800208523182512e-01
4.056446734699026280e+00,1.362229750604325273e+00,6.716017869233767978e-01
5.097872323218458845e+00,-4.047947793293973362e-01,4.102547895122956589e-01
1.986959864867861025e+00,1.080601222566948794e+00,1.112469061119884417e+00
-1.074160491477136325e+00,8.626392168814576156e-01,1.028778052562809409e+00
-7.965630032909531977e-02,7.316626974396560623e-01,1.165191963155268740e+00
1.575581034177135908e+00,1.295349318515495396e+00,1.239273969412862941e+00
5.575652422156220922e-01,-2.196885456791026758e-01,1.295329596148780515e+00
1.421177767734441932e+00,4.676538826480647337e-02,2.947414561442451841e-02
3.146112021052827057e+00,1.373613342503621437e+00,-6.439853315124870470e-01
5.174974499846074494e+00,-4.460356235095681576e-01,1.923850324247402543e-01
-6.666917002609129561e-01,-4.242572608092798347e-03,1.136289846517896551e+00
-2.168930986753294654e-01,1.443010010498308349e+00,1.323123724394730472e+00
8.513725733487560454e-01,1.168374602691431674e+00,5.337258538216385073e-01
7.263859869332880415e-01,1.461666080496634601e+00,-1.849059941164390430e-01
4.564585373590812623e-02,6.490552708814207872e-01,1.174292765259033589e+00
2.799378355125952123e+00,1.000072232415170737e+00,1.162900651146105302e+00
3.235719354600315345e+00,9.461385571168963171e-01,6.146069459313256989e-01
8.313597224539210906e-01,2.136161225877410974e-01,1.100301509389832288e+00
3.218755009361713437e+00,-4.567373137910690772e-01,-2.139535303254167520e-01
4.304279304370455250e-01,1.067015206595749222e+00,6.360191087443152202e-01
5.233655416485339273e+00,-8.715823355455690757e-01,5.193176775397398970e-01
5.294280522769483355e+00,-2.787339303069142904e-01,-3.035852576073772013e-01
-1.138340270970932266e+00,-4.280323906470033801e-01,7.620927281721672220e-01
