8.450381401204216658e-01,-5.719433368462160772e+00
1.107239167843119887e+01,-5.872251069358735975e-01
1.465329678600960506e+01,-1.106298716206993404e+01
1.560493902992898896e+01,-7.063453411789965664e+00
5.700731979740257138e+00,-5.019457627481846984e+00
7.344447773493931741e+00,-1.206828552918522668e+01
1.294274007760396827e+01,-1.156743956423080988e+01
1.359709128368375985e+00,-1.066433928927451902e+01
9.493046090336104470e+00,7.361912826836682910e-01
1.520096294919924773e+01,-4.780649242294609635e+00
8.308010545472473751e+00,-4.718055681126141820e+00
1.378794546479348071e+01,-9.201119555451303000e+00
8.581175751844508426e+00,-8.794512833245132555e+00
1.021609847505411395e+00,-1.326764936132646788e+01
5.608343328224321134e+00,1.605083698521996283e+00
5.497151100339228158e+00,-4.947059616485791622e-01
1.114656126173863626e+01,1.799860879844699113e+00
3.837867842892515036e+00,-1.011135116628520336e+01
1.391210451213375165e+01,-3.523201721403708575e+00
1.273269489540180999e+01,-2.391361991958499189e+00
9.144748197575625070e-02,-3.452219611842153313e+00
1.138378618850464363e+01,-1.561627982147847149e+00
1.251157611595398933e+01,-4.168963073055039104e+00
1.468691117433976601e+01,8.815480615477753190e-01
1.090311522921487963e+01,-2.764975750314153657e-01
1.386993234675852449e+01,-3.082558658154336939e+00
-1.141942194507894914e+00,5.296720514424748671e-01
8.942723714730004048e+00,-3.544567187241655759e+00
4.775885758966086136e+00,-1.231123542475563148e+01
9.046058741425468952e+00,-2.010927319686263814e+00
1.331317285501542713e+01,-5.179517025226834548e+00
1.441780784342114075e+01,-5.525802526327519004e+00
2.648848603196945817e+00,-3.119547662295405033e+00
4.068248385901699571e+00,-2.658614402210517369e-01
-1.704088880004197115e+00,-5.302543792527558253e+00
-1.994672915555132819e+00,-6.984185796094193321e+00
1.104294795154232389e+01,-3.604662716993594529e+00
7.178071578200580838e+00,-8.713312289742773942e+00
8.737946634254544875e+00,1.044169732518623661e+00
-9.617400839381722299e-01,-7.440840603722012503e+00
6.398550837694664928e+00,-7.172542070316001883e+00
6.472301931889810511e+00,-3.120538025644883362e+00
1.449221038276665396e+01,-9.612369363643473719e+00
-9.160917617030586158e-01,-5.449998974116422090e+00
3.807351486274667351e+00,-1.085811960081980310e+01
1.174826205473205221e+01,-1.061342269895316193e+01
-5.173491731556372208e-01,-5.507899626054729936e+00
1.280819514751718557e+01,-4.003921925380790725e+00
1.065084785146133939e+01,-1.227500476214570924e+00
1.688902059495135788e+01,-4.558650197973557638e+00
3.852841516050983017e+00,1.931882608574849058e+00
2.766469003753535993e+00,-2.708629440407806399e+00
1.256570429396049349e+01,-1.091908971292893327e+01
1.128950730967284954e+01,2.231363043365917065e-01
-5.441401587292027386e-02,-3.195524153213801455e+00
1.526849080255541224e+00,-1.274250885232227581e+01
1.163303007990402449e+01,-2.019094883433943721e+00
8.565513518417443350e+00,-5.980981526220762845e+00
1.432299323088470189e+01,-1.048200694231774222e+01
6.257489526490846110e+00,-3.975876704519579974e+00
9.768072429044842409e+00,-6.112930325015408783e+00
1.614112773267789080e+01,-6.977538047835673218e+00
1.252172870333503241e+01,2.419466279153915877e+00
2.343533484914665621e+00,7.277378797735476468e-01
1.407180601956583388e+01,1.888724044704584770e+00
1.178383402371823152e+01,-3.611008664704661086e+00
6.725383723469630759e+00,-4.297358503599561175e+00
6.449844995155094018e+00,-3.344349537348048074e-01
1.653985093047209531e+01,-1.747278789858075498e-01
