7.671738308275705798e+00,8.391930048016623900e+00
9.571467309009790370e+00,1.963621514184358929e+00
1.569339933891244376e+00,3.520681041328218353e+00
1.007632915672289187e+01,4.417880860947066779e+00
4.821984571411498166e+00,5.672151001317957686e+00
5.694002809412273436e+00,1.346733879818157176e+00
8.663988867461258181e+00,1.654071176494730899e+00
2.519000617397307629e+00,2.208246345217909745e+00
6.833869522103190874e+00,9.204026468919524362e+00
1.410928888463991671e+00,1.036297137331627027e+01
9.112384213716728354e+00,3.106131181882155090e+00
6.350107323748495070e+00,3.355639852326851802e+00
2.339633393277519069e+00,6.107606191860316391e-01
4.772970873658911373e+00,9.737210451365770680e+00
4.713981569663534543e+00,8.448703159897462456e+00
7.932826980277033257e+00,9.112556520037887742e-01
7.711086490969322860e+00,9.856732812631975094e+00
3.833704536370207805e+00,2.547579966143171060e+00
9.178252628502880484e+00,6.590308034593179265e+00
8.552556446856359074e+00,7.284846050389103489e+00
1.846166974005917893e+00,6.633865238187770075e+00
5.587782666498820383e+00,6.295118897428518823e-01
7.836938212680867544e+00,7.794001010954731079e+00
9.589300294368044320e+00,9.293222674131589756e+00
7.581934370428551340e+00,8.582603760776176927e+00
9.196334334801226973e+00,4.474606863185878858e+00
9.155879601801469647e+00,6.860702641587111295e+00
1.191833483664825888e+00,9.077298758839701165e+00
6.541914458988219216e+00,6.577197407828983877e+00
5.226598123782444816e+00,8.102159862761372011e+00
4.331338454287172013e+00,1.197650989354499984e+00
1.265068647269815161e+00,3.080857714594284147e+00
8.207473881968400775e+00,1.047181960948455348e+01
8.860509542801612071e+00,5.573932734519897458e+00
1.085884451501024728e+01,1.215441738727458310e+00
3.202910291836877477e+00,6.838004843591456883e+00
3.955925200032357480e+00,8.589130479864355294e+00
8.936054298569283683e-01,5.498439036403543589e+00
7.394458241421126843e-01,4.466522352396744999e+00
7.656117927344049612e+00,6.540320605481203309e+00
5.605737503928007293e+00,3.405467458566935335e+00
7.863335854394652991e+00,4.924752493094980976e-01
1.287433664389608268e+00,4.186302356806947067e+00
4.841424594748627186e+00,1.053972934542351858e+01
5.231315109406330599e+00,6.837397120627004554e+00
9.486008325129727581e+00,2.853773345036960674e+00
1.518752357082191695e+00,3.676103273915872993e+00
1.311650849425138210e+00,5.407955174974014234e+00
7.429076559162739457e+00,3.675244807308177375e+00
3.873314181931938105e+00,1.035917818881379482e+01
1.523190344757807901e+00,5.372425229466416319e+00
7.448102381291696439e+00,7.999033798686513208e+00
3.841648316027047816e+00,9.937746146170930217e+00
3.265309847061735216e+00,7.090159207022482590e+00
8.463965188814722040e+00,2.051922221611792274e+00
7.786921718277144855e+00,8.889197277661091690e+00
1.768785052612019015e+00,6.791382905982440654e+00
2.607671108304582930e+00,9.330059315295134992e-01
7.969166192625138478e+00,7.513282685165535213e+00
5.778769682670727548e+00,8.481169297670938079e+00
9.396235845492823202e+00,2.320132103577750460e+00
1.036078607414366992e+01,4.470601652464473830e+00
